effect,count,pct_affected,mean_block_sim_affected,mean_block_sim_unaffected
BOUNDS_CHECK_ELIMINATION,1,1.8867924528301887,0.5156246008566742,0.8998740163030144
LOOP_UNROLLING,5,9.433962264150944,0.7111426317978865,0.9115283393671666
DROP_GLUE_REMOVAL,0,0.0,,0.8926240273323288
PANIC_PATH_OPTIMIZATION,0,0.0,,0.8926240273323288
INLINING_EXPANSION,6,11.320754716981133,0.6843583649647534,0.9192111331664875
ITERATOR_LOWERING,1,1.8867924528301887,0.7455395831736904,0.8954525743353796
BLOCK_MERGING,5,9.433962264150944,0.6981841598232769,0.9128781801978553
BLOCK_SPLITTING,6,11.320754716981133,0.6843583649647534,0.9192111331664875
