effect,count,pct_affected,mean_block_sim_affected,mean_block_sim_unaffected
BOUNDS_CHECK_ELIMINATION,0,0.0,,0.9460686885321434
LOOP_UNROLLING,3,4.838709677419355,0.6870690543369258,0.959238161457324
DROP_GLUE_REMOVAL,0,0.0,,0.9460686885321434
PANIC_PATH_OPTIMIZATION,0,0.0,,0.9460686885321434
INLINING_EXPANSION,3,4.838709677419355,0.6870690543369258,0.959238161457324
ITERATOR_LOWERING,1,1.6129032258064515,0.5156095709263436,0.9531253953781402
BLOCK_MERGING,1,1.6129032258064515,0.6577056942542624,0.9507959507334203
BLOCK_SPLITTING,3,4.838709677419355,0.6870690543369258,0.959238161457324
